,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Totalworkingyears,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearsincurrentrole,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
980,yes,travel rarely,622.0,14,4,other,1010,3,H,39.0,2,1, laboratory technician ,2,divorced,10074,1,yes,24,4,4,1,5,2,1,4,0,0,2,1988,no,1010
981,yes,unknown,109.0,5,3,unknown,1017,2,M,60.0,3,1, laboratory technician ,2,unknown,25725,0,unknown,17,3,1,0,4,3,3,3,0,1,2,1993,yes,1017
982,no,travel rarely,277.0,6,3,unknown,1022,1,H,97.0,2,2, healthcare representative ,3,unknown,13119,2,no,13,3,4,0,19,0,3,2,0,2,2,1975,unknown,1022
983,no,travel rarely,549.0,7,2,medical,0,4,M,42.0,3,2, manufacturing director ,3,unknown,23371,6,unknown,14,3,2,0,8,6,3,2,0,2,1,1982,no,1970
984,no,unknown,1055.0,2,4,unknown,1027,1,M,47.0,3,2, manufacturing director ,4,unknown,4658,0,unknown,18,3,2,1,0,2,0,3,0,2,2,1996,unknown,1027
985,no,travel rarely,802.0,10,3,other,1028,2,H,45.0,3,1, laboratory technician ,4,unknown,9541,1,no,20,4,1,1,3,4,2,3,0,1,2,1988,no,1028
986,yes,non-travel,265.0,29,2,medical,1037,2,H,79.0,1,2, sales executive ,1,single,21813,8,no,18,3,4,0,0,6,3,2,0,2,2,1997,unknown,1037
987,no,non-travel,1038.0,8,1,life sciences,1044,2,M,66.0,2,1, sales representative ,4,unknown,21437,0,unknown,19,3,4,0,0,2,2,2,0,2,2,1990,no,1044
988,yes,unknown,342.0,2,3,life sciences,1053,1,H,57.0,3,1, research scientist ,1,married,15346,6,unknown,14,3,2,1,6,2,3,3,0,1,2,1997,yes,1053
989,no,travel frequently,1186.0,3,4,unknown,0,3,H,44.0,3,1, research scientist ,3,unknown,2997,3,no,16,3,1,1,8,2,3,2,0,2,2,1985,no,16127
990,no,unknown,430.0,47,4,medical,1069,47,H,40.0,3,5, research director ,4,unknown,21445,9,no,17,3,4,2,23,0,3,2,0,2,2,1977,yes,1069
991,yes,unknown,769.0,9,3,marketing,1077,4,M,54.0,3,1, sales representative ,4,single,17205,1,yes,14,3,2,0,2,3,3,2,0,0,2,2003,yes,1077
992,no,unknown,1176.0,20,3,other,1084,20,H,85.0,3,2, manufacturing director ,1,married,9096,0,unknown,15,3,3,1,7,1,2,6,0,0,2,1993,no,1084
993,no,non-travel,1277.0,8,5,unknown,1094,1,H,87.0,1,1, laboratory technician ,3,married,5869,1,unknown,19,3,4,3,3,4,0,3,0,1,2,1996,no,1094
994,no,unknown,1091.0,2,1,unknown,1096,4,H,65.0,3,3, manufacturing director ,2,married,15813,3,no,18,3,2,1,23,4,3,3,0,1,2,1968,unknown,1096
995,no,travel rarely,654.0,5,3,life sciences,1099,4,H,34.0,2,3, healthcare representative ,4,unknown,21214,4,no,15,3,3,1,0,2,3,3,0,1,2,1990,yes,1099
996,no,unknown,895.0,15,2,life sciences,1102,1,H,50.0,3,1, laboratory technician ,3,unknown,22482,1,no,16,3,4,1,4,5,2,4,0,2,2,1995,unknown,1102
997,no,unknown,618.0,3,1,life sciences,1103,1,H,45.0,3,2, healthcare representative ,4,unknown,22266,0,no,17,3,3,0,0,1,2,6,0,0,4,1989,yes,1103
998,yes,unknown,1017.0,25,3,medical,1108,1,H,55.0,2,1, research scientist ,2,single,2993,4,yes,20,4,2,0,5,0,3,2,0,2,2,1990,no,1108
999,no,unknown,970.0,7,3,life sciences,1114,4,M,30.0,3,2, sales executive ,2,married,13401,0,no,17,3,3,1,4,3,3,3,0,0,2,1990,no,1114
1000,no,unknown,984.0,1,1,unknown,1131,4,M,70.0,2,1, research scientist ,2,single,25326,1,yes,11,3,3,0,2,6,4,2,0,2,2,2002,yes,1131
1001,no,travel frequently,793.0,20,3,unknown,1135,3,H,67.0,4,1, sales representative ,4,married,21981,0,no,12,0,1,1,3,4,3,2,0,2,2,1992,yes,1135
1002,no,unknown,1182.0,11,2,marketing,0,4,H,54.0,3,2, sales executive ,4,divorced,18500,1,unknown,11,3,4,1,5,3,3,5,0,0,2,1988,unknown,15717
1003,no,unknown,1003.0,2,2,unknown,1140,4,H,95.0,3,2, manufacturing director ,3,single,15834,2,no,11,3,4,0,0,3,0,3,0,0,2,1989,yes,1140
1004,yes,unknown,603.0,9,4,unknown,1157,1,M,77.0,3,2, sales executive ,1,single,18385,0,unknown,17,3,1,0,6,3,3,5,0,0,3,1990,no,1157
1005,yes,unknown,874.0,15,3,medical,1160,3,H,72.0,3,1, laboratory technician ,3,unknown,6233,1,no,12,3,3,1,0,5,2,2,0,2,2,1992,yes,1160
1006,no,travel rarely,367.0,25,2,unknown,1161,3,M,52.0,2,2, healthcare representative ,4,unknown,17171,7,no,13,3,3,2,9,2,3,6,0,1,3,1986,yes,1161
1007,no,travel rarely,199.0,6,3,unknown,1162,4,H,55.0,2,1, research scientist ,3,married,7950,1,no,13,0,3,1,4,0,3,4,2,2,2,1996,yes,1162
1008,no,travel frequently,797.0,4,4,other,1185,4,H,66.0,2,1, laboratory technician ,4,married,26537,1,unknown,13,3,2,1,2,2,4,2,0,2,2,1988,yes,1185
1009,no,unknown,718.0,4,4,unknown,0,4,M,92.0,3,5, manager ,1,divorced,18575,4,no,13,3,4,1,28,2,3,5,0,4,2,1967,yes,1620
1010,no,unknown,1457.0,7,3,medical,1195,1,M,83.0,3,1, research scientist ,3,unknown,20100,4,yes,19,3,3,1,0,2,0,3,0,0,2,1978,yes,1195
1011,no,travel rarely,805.0,3,3,unknown,0,1,H,87.0,2,1, laboratory technician ,3,single,12828,1,unknown,12,3,1,0,2,2,2,2,0,1,2,2003,yes,7319
1012,no,travel frequently,1421.0,2,3,unknown,0,4,M,30.0,3,4, manager ,1,unknown,9490,2,no,22,4,3,1,0,3,0,2,0,2,2,1973,yes,5721
1013,no,unknown,1450.0,15,2,life sciences,1217,4,H,52.0,3,5, research director ,2,unknown,10849,5,unknown,11,3,1,1,25,2,3,4,0,0,3,1977,unknown,1217
1014,no,unknown,116.0,13,3,other,1234,3,M,77.0,2,1, laboratory technician ,2,married,7331,1,no,20,4,3,1,2,2,3,2,0,2,2,1991,yes,1234
1015,no,unknown,1212.0,8,2,unknown,0,3,M,78.0,2,3, sales executive ,4,married,13755,4,unknown,11,3,2,1,16,6,2,13,0,4,12,1988,no,13535
1016,no,unknown,1010.0,1,3,life sciences,0,1,M,97.0,3,1, research scientist ,4,divorced,5598,1,no,15,3,1,3,3,5,0,3,0,1,2,1994,yes,9840
1017,yes,travel frequently,797.0,10,2,unknown,0,1,M,45.0,2,1, laboratory technician ,3,unknown,25308,1,unknown,20,4,3,0,2,2,1,2,0,2,2,2002,yes,13856
1018,no,travel rarely,131.0,2,3,marketing,0,3,M,86.0,3,2, sales executive ,1,unknown,6039,0,unknown,12,3,4,0,4,3,3,3,0,0,2,1989,unknown,12059
1019,no,unknown,791.0,1,4,medical,1286,4,H,44.0,3,1, laboratory technician ,3,single,6842,0,yes,11,3,3,0,0,2,2,4,0,0,2,1995,no,1286
1020,no,travel rarely,735.0,6,1,life sciences,1291,3,H,66.0,3,1, research scientist ,3,married,6020,0,yes,14,0,4,0,4,3,3,3,0,2,2,1988,no,1291
1021,no,travel frequently,193.0,2,3,life sciences,0,4,H,52.0,2,1, laboratory technician ,4,married,14222,1,unknown,12,3,2,1,0,2,3,2,0,2,2,1995,no,7957
1022,no,travel rarely,640.0,1,3,technical degree,1301,4,H,84.0,3,1, research scientist ,1,single,4732,2,unknown,11,3,2,0,5,2,2,3,0,1,2,1995,no,1301
1023,no,unknown,266.0,1,3,medical,1303,4,M,40.0,3,1, research scientist ,2,single,18830,1,unknown,18,3,4,0,0,3,2,2,0,2,1,1998,no,1303
1024,no,unknown,848.0,23,4,life sciences,1308,1,H,88.0,3,1, research scientist ,3,unknown,26076,1,unknown,12,3,4,2,0,3,3,2,0,2,2,1965,yes,1308
1025,yes,unknown,797.0,23,3,medical,0,3,H,93.0,3,1, research scientist ,1,single,22154,0,unknown,13,3,1,0,6,2,3,5,0,0,3,1984,no,11885
1026,no,travel rarely,1138.0,6,3,technical degree,1311,1,M,48.0,2,2, laboratory technician ,4,married,23631,0,no,12,3,1,1,10,6,3,9,0,6,7,1993,yes,1311
1027,no,unknown,797.0,46,3,life sciences,1317,46,M,43.0,3,4, research director ,1,married,22422,4,unknown,11,3,2,0,0,2,0,3,0,1,2,1973,yes,1317
1028,no,unknown,256.0,10,2,medical,1329,3,H,40.0,1,2, sales executive ,2,single,22074,1,no,13,3,1,0,19,4,3,19,0,11,9,1982,yes,1329
1029,yes,unknown,797.0,1,3,unknown,1331,4,M,54.0,3,1, sales representative ,2,unknown,8319,1,yes,11,3,1,0,0,2,4,3,0,2,2,1992,no,1331
1030,yes,unknown,935.0,3,3,life sciences,1333,1,H,89.0,3,1, laboratory technician ,1,unknown,14669,4,no,12,0,3,0,10,4,4,3,0,1,2,1979,unknown,1333
1031,no,non-travel,458.0,16,2,unknown,0,3,H,74.0,3,1, research scientist ,3,divorced,8532,9,no,16,3,2,1,6,0,3,4,0,0,0,1983,yes,14949
1032,no,travel rarely,882.0,19,1,medical,1358,4,H,67.0,3,1, laboratory technician ,4,married,9075,3,unknown,11,3,3,3,0,6,2,3,0,1,2,1998,no,1358
1033,no,travel rarely,329.0,1,4,life sciences,1361,2,H,88.0,3,1, laboratory technician ,2,unknown,6762,3,no,22,4,3,1,7,3,3,4,0,0,3,1983,unknown,1361
1034,no,travel rarely,797.0,11,2,technical degree,0,4,M,82.0,2,4, manufacturing director ,2,unknown,24439,3,no,16,3,2,0,0,1,2,5,0,0,3,1972,yes,17438
1035,no,travel frequently,793.0,2,1,life sciences,1371,4,H,43.0,1,2, sales executive ,4,single,20392,3,no,20,4,2,0,0,3,3,6,0,0,0,1996,no,1371
1036,yes,unknown,662.0,18,4,marketing,1380,4,M,67.0,3,2, sales executive ,3,married,23288,0,unknown,18,3,3,1,5,0,2,4,0,3,2,1988,yes,1380
1037,no,unknown,693.0,7,3,unknown,0,4,H,57.0,4,1, research scientist ,3,divorced,15748,1,no,11,3,4,3,4,2,3,4,0,0,3,1985,unknown,3684
1038,yes,unknown,797.0,22,4,unknown,1389,4,H,98.0,3,2, manufacturing director ,3,married,21057,1,unknown,15,3,4,2,10,3,2,10,0,6,7,1992,yes,1389
1039,no,unknown,541.0,2,3,unknown,0,2,H,52.0,3,3, sales executive ,2,unknown,15395,2,unknown,11,3,2,0,14,5,3,4,0,3,2,1972,yes,18442
1040,no,unknown,1200.0,22,3,unknown,1392,4,M,75.0,3,2, research scientist ,4,unknown,13953,3,unknown,14,3,1,2,12,4,2,6,0,3,3,1982,no,1392
1041,no,unknown,499.0,2,1,marketing,1396,3,H,36.0,3,2, sales executive ,2,married,20497,0,yes,13,3,1,3,4,3,2,3,0,1,2,1991,yes,1396
1042,no,travel rarely,1372.0,18,1,life sciences,0,1,H,93.0,4,2, sales executive ,3,married,12477,2,no,11,3,2,0,6,3,2,3,0,1,2,1998,no,14678
1043,no,unknown,797.0,10,3,marketing,1403,4,M,98.0,2,2, sales executive ,4,married,7100,1,yes,11,3,4,0,0,3,3,6,2,4,4,1996,yes,1403
1044,yes,travel rarely,797.0,22,4,life sciences,1405,4,M,51.0,3,1, research scientist ,3,single,25681,1,yes,13,0,4,0,8,2,3,8,0,7,7,1996,yes,1405
1045,no,unknown,1462.0,11,3,medical,1411,1,M,94.0,3,1, laboratory technician ,3,single,19106,4,no,18,3,1,0,8,6,3,3,0,0,2,1986,yes,1411
1046,no,travel frequently,200.0,18,2,life sciences,1412,3,H,60.0,3,3, manufacturing director ,4,unknown,19944,2,no,11,3,3,0,10,2,3,2,0,2,2,1988,yes,1412
1047,no,unknown,949.0,1,3,unknown,1415,1,H,81.0,3,1, laboratory technician ,4,unknown,4910,4,no,11,3,2,1,7,2,2,3,0,0,2,1998,yes,1415
1048,no,unknown,797.0,7,4,marketing,1428,4,M,73.0,3,2, sales executive ,1,divorced,12761,7,no,14,3,2,2,0,3,3,3,0,0,2,1993,yes,1428
1049,no,unknown,182.0,8,5,life sciences,0,1,M,93.0,3,4, research director ,2,unknown,8847,3,no,11,3,3,0,0,3,4,3,0,1,0,1992,unknown,19601
1050,no,unknown,329.0,16,4,marketing,1436,3,M,98.0,2,2, sales executive ,1,unknown,13494,4,no,13,3,1,2,11,3,2,3,0,0,2,1987,no,1436
1051,yes,travel rarely,383.0,9,2,unknown,1439,1,H,68.0,2,1, sales representative ,1,unknown,15182,3,no,12,3,1,0,6,2,3,3,0,2,2,1998,yes,1439
1052,no,unknown,1255.0,1,2,life sciences,1441,1,M,90.0,3,1, research scientist ,1,unknown,10494,2,unknown,22,4,4,1,5,3,4,3,0,1,0,1967,yes,1441
1053,no,unknown,797.0,5,5,medical,1448,2,H,90.0,4,1, research scientist ,3,unknown,5561,2,unknown,12,3,1,0,7,5,0,4,0,0,3,1982,yes,1448
1054,no,travel rarely,1398.0,8,2,unknown,0,4,M,96.0,4,1, human resources ,2,unknown,24609,9,no,18,0,4,0,8,3,3,3,0,0,2,1992,yes,2859
1055,yes,travel frequently,523.0,2,3,life sciences,1464,2,H,94.0,3,1, laboratory technician ,4,unknown,21081,6,unknown,13,3,3,1,7,2,1,2,2,2,2,1992,unknown,1464
1056,no,unknown,1221.0,7,3,marketing,1466,3,H,96.0,3,2, sales executive ,1,divorced,24795,4,no,11,3,1,3,0,3,3,2,0,2,2,1975,no,1466
1057,yes,unknown,1107.0,9,4,unknown,1467,1,M,52.0,3,1, human resources ,3,married,3072,1,no,15,3,4,0,2,0,3,2,0,2,2,1989,no,1467
1058,no,unknown,981.0,5,3,life sciences,1471,3,H,90.0,2,1, laboratory technician ,3,single,7973,3,unknown,14,3,4,0,7,5,3,5,0,0,3,1979,no,1471
1059,no,travel rarely,1495.0,5,4,unknown,1473,1,H,96.0,3,2, healthcare representative ,3,married,21534,2,no,14,0,2,1,20,0,2,3,0,1,2,1974,yes,1473
1060,no,unknown,1467.0,20,3,life sciences,1475,4,H,49.0,3,1, research scientist ,2,unknown,21158,1,unknown,13,3,3,0,6,3,2,5,0,1,3,1979,no,1475
1061,yes,unknown,1496.0,1,3,unknown,1486,1,H,92.0,3,1, sales representative ,3,married,15747,3,unknown,15,3,4,1,5,3,4,3,0,1,2,1995,no,1486
1062,no,travel frequently,1193.0,2,1,unknown,0,2,H,86.0,3,3, manufacturing director ,3,single,19719,5,unknown,18,0,2,0,16,2,2,2,0,2,2,1979,yes,6637
1063,no,travel rarely,1229.0,4,4,life sciences,0,4,H,30.0,3,2, healthcare representative ,3,married,16143,0,unknown,16,3,2,0,4,2,3,3,0,1,2,1968,yes,12434
1064,no,travel frequently,467.0,7,3,life sciences,1507,3,H,55.0,3,2, sales executive ,1,single,11827,0,unknown,14,3,4,0,5,5,3,4,0,1,3,1995,yes,1507
1065,no,travel rarely,271.0,45,2,medical,1509,45,M,43.0,2,2, laboratory technician ,1,married,23070,4,unknown,25,4,1,1,10,3,3,3,0,1,2,1974,yes,1509
1066,no,travel frequently,410.0,2,1,life sciences,1513,4,M,97.0,3,1, laboratory technician ,2,unknown,4668,0,no,13,3,3,3,0,3,3,3,0,0,2,1994,no,1513
1067,no,unknown,495.0,10,3,unknown,1516,3,H,64.0,3,3, manager ,4,unknown,21072,2,unknown,25,0,2,0,10,5,4,5,0,0,0,1991,yes,1516
1068,yes,travel frequently,561.0,3,3,life sciences,1537,4,M,33.0,3,1, research scientist ,3,unknown,4156,1,no,12,3,1,0,7,2,0,7,0,7,7,1992,yes,1537
1069,no,unknown,1142.0,43,2,life sciences,1552,4,H,72.0,3,2, healthcare representative ,4,divorced,8841,3,unknown,18,3,3,0,8,2,3,2,0,2,2,1983,no,1552
1070,no,travel rarely,1157.0,2,4,life sciences,0,3,H,70.0,3,1, sales representative ,4,unknown,17001,3,yes,21,4,4,0,7,3,2,3,0,1,2,1987,no,9199
1071,no,unknown,1242.0,8,4,life sciences,1560,1,H,46.0,3,2, sales executive ,1,unknown,10589,2,no,13,3,4,1,0,6,1,2,0,2,2,1990,no,1560
1072,no,unknown,1288.0,14,4,unknown,1568,14,H,33.0,3,3, sales executive ,2,married,17799,3,unknown,12,3,2,1,9,3,3,4,0,1,3,1993,yes,1568
1073,yes,travel rarely,903.0,2,3,medical,1573,3,H,81.0,3,2, manufacturing director ,2,married,7653,4,unknown,11,3,1,2,0,2,3,5,0,1,4,1985,no,1573
1074,no,travel rarely,1108.0,15,4,unknown,1576,3,M,65.0,3,1, research scientist ,1,married,16530,8,unknown,12,3,4,1,0,3,2,8,0,7,6,1975,yes,1576
1075,no,unknown,1351.0,1,4,unknown,1580,2,H,45.0,3,2, research scientist ,4,unknown,13008,9,no,17,3,2,1,0,3,2,2,0,2,1,1989,yes,1580
1076,no,travel rarely,437.0,16,3,life sciences,1583,2,M,90.0,3,2, sales executive ,2,single,16379,2,no,12,3,2,0,8,5,4,3,0,1,2,1985,no,1583
1077,no,travel rarely,797.0,10,4,unknown,1587,1,M,51.0,3,2, healthcare representative ,3,single,4223,3,yes,16,3,3,0,0,4,3,5,0,0,4,1988,yes,1587
1078,no,unknown,977.0,10,3,unknown,1592,4,H,45.0,4,1, research scientist ,3,married,12826,2,no,16,3,4,1,4,2,3,2,0,2,2,2000,yes,1592
1079,no,unknown,1302.0,6,4,unknown,1594,1,H,80.0,4,2, laboratory technician ,1,unknown,19711,3,yes,13,3,4,1,9,3,3,3,0,0,2,1987,no,1594
1080,no,travel frequently,653.0,36,4,unknown,1597,36,H,92.0,2,2, healthcare representative ,3,unknown,15332,1,no,14,3,2,1,8,3,2,8,0,7,7,1989,no,1597
1081,no,non-travel,457.0,26,2,other,0,2,M,85.0,2,1, research scientist ,3,married,10293,1,unknown,14,0,2,0,4,2,2,4,0,1,3,2001,yes,7573
1082,no,unknown,634.0,5,4,unknown,1607,2,M,35.0,4,1, research scientist ,4,married,18783,3,no,17,3,4,2,6,3,3,3,0,0,2,1991,yes,1607
1083,no,travel frequently,715.0,2,4,unknown,0,4,H,54.0,3,2, sales executive ,1,single,21602,7,unknown,13,3,4,0,0,3,3,5,0,0,3,1992,no,6010
1084,no,travel rarely,559.0,12,4,life sciences,0,3,M,76.0,3,2, manufacturing director ,3,married,12421,9,yes,12,3,2,2,7,2,3,3,0,1,1,1987,unknown,11063
1085,no,unknown,546.0,19,1,medical,1623,3,H,97.0,3,1, research scientist ,4,single,26009,1,no,18,3,3,0,0,2,0,2,0,2,2,2002,no,1623
1086,no,unknown,1176.0,26,4,unknown,0,4,M,66.0,3,5, manager ,3,married,5220,3,no,11,3,3,1,27,2,3,5,0,1,0,1976,no,1695
1087,no,unknown,711.0,4,3,medical,0,1,M,81.0,3,2, manufacturing director ,3,unknown,3140,0,no,13,3,4,0,0,2,1,9,0,3,8,1984,yes,5641
1088,no,unknown,448.0,16,3,unknown,1641,3,M,84.0,3,3, manufacturing director ,4,unknown,19948,6,unknown,15,0,4,0,18,2,2,4,0,3,3,1983,yes,1641
1089,no,travel frequently,365.0,4,5,unknown,1644,3,H,89.0,2,4, manager ,4,unknown,5602,2,no,25,4,2,1,0,3,3,2,0,2,2,1975,yes,1644
1090,yes,unknown,763.0,10,2,medical,1645,1,H,59.0,1,2, sales executive ,4,unknown,22098,6,yes,14,3,4,2,0,2,2,2,0,2,2,1988,no,1645
1091,no,travel rarely,486.0,8,3,medical,1647,2,M,86.0,4,1, research scientist ,3,unknown,22490,7,unknown,17,3,1,0,5,0,3,3,0,0,2,1996,no,1647
1092,no,unknown,591.0,2,3,medical,1648,4,H,87.0,3,1, research scientist ,4,single,6297,2,no,13,3,3,0,0,0,2,4,0,1,2,1996,unknown,1648
1093,yes,travel rarely,1329.0,7,3,unknown,0,1,H,66.0,3,1, laboratory technician ,1,unknown,3339,3,yes,14,3,2,0,10,3,1,4,0,0,3,1983,yes,19993
1094,no,unknown,469.0,10,3,unknown,0,3,H,42.0,2,2, sales executive ,3,single,23413,9,no,11,3,3,0,0,2,3,5,0,1,4,1994,yes,17531
1095,no,unknown,711.0,5,4,life sciences,1651,2,M,42.0,3,3, healthcare representative ,1,married,22792,4,no,12,0,3,2,9,6,3,3,0,0,2,1987,unknown,1651
1096,no,travel rarely,301.0,22,4,other,1655,1,M,72.0,3,4, research director ,2,married,3498,3,unknown,16,3,2,2,27,2,3,4,0,1,2,1974,yes,1655
1097,no,travel rarely,1141.0,13,3,medical,1657,3,M,31.0,3,1, sales representative ,3,single,13251,1,unknown,19,3,1,0,2,3,3,2,0,2,2,2003,yes,1657
1098,no,non-travel,894.0,1,4,unknown,1662,4,M,33.0,2,2, manufacturing director ,3,unknown,15411,0,unknown,15,3,3,0,4,6,3,3,0,1,2,1987,yes,1662
1099,no,travel rarely,392.0,2,4,unknown,1670,4,H,93.0,3,2, sales executive ,4,unknown,3921,1,unknown,14,3,3,2,6,5,3,6,0,0,4,1990,yes,1670
1100,no,unknown,797.0,16,3,medical,1674,4,M,74.0,3,1, laboratory technician ,1,divorced,24941,4,unknown,16,3,2,1,17,2,2,2,0,2,2,1974,yes,1674
1101,no,travel rarely,1225.0,2,4,life sciences,0,2,M,47.0,4,4, manager ,2,unknown,21086,6,unknown,14,3,3,3,29,2,3,3,0,1,2,1976,yes,14729
1102,no,travel rarely,727.0,9,1,unknown,0,4,H,54.0,3,1, sales representative ,1,unknown,21082,1,no,11,3,1,0,0,3,3,2,0,0,2,2003,yes,4911
1103,no,travel rarely,1351.0,26,4,unknown,1682,1,H,80.0,3,2, healthcare representative ,3,married,7419,6,no,14,3,2,2,10,2,2,3,0,0,2,1987,no,1682
1104,no,travel rarely,528.0,1,3,unknown,1683,3,M,44.0,3,1, human resources ,4,unknown,4167,4,yes,18,3,1,3,8,2,3,2,0,2,2,1979,no,1683
1105,no,unknown,1441.0,12,3,technical degree,1694,12,H,94.0,2,1, research scientist ,2,divorced,23737,5,no,12,0,4,1,8,1,3,4,0,1,2,1968,yes,1694
1106,yes,unknown,427.0,7,3,life sciences,1702,3,H,99.0,3,1, sales representative ,4,divorced,25103,1,yes,21,4,2,1,3,2,3,3,0,0,2,2000,no,1702
1107,no,unknown,390.0,17,4,unknown,0,4,H,62.0,1,1, laboratory technician ,3,unknown,6217,1,no,15,3,3,3,0,3,4,3,0,0,2,1997,yes,6232
1108,no,travel frequently,585.0,10,3,unknown,0,1,H,66.0,3,1, research scientist ,3,married,17360,6,unknown,13,3,1,1,0,3,2,5,0,1,3,1991,unknown,10591
1109,no,unknown,741.0,2,4,life sciences,1721,2,H,69.0,3,1, laboratory technician ,3,married,18103,1,unknown,14,3,4,1,6,2,4,5,0,0,3,1992,no,1721
1110,no,non-travel,552.0,4,3,human resources,1722,3,H,60.0,1,2, human resources ,2,married,20794,6,no,19,0,2,1,0,4,3,3,0,1,2,1982,no,1722
1111,no,travel rarely,506.0,29,1,medical,0,2,H,91.0,3,1, laboratory technician ,1,unknown,3622,1,no,13,3,2,3,6,2,4,6,0,1,2,1999,unknown,8954
1112,yes,unknown,1456.0,13,5,marketing,1733,2,H,96.0,2,2, sales executive ,1,unknown,8658,5,yes,13,3,2,3,16,3,3,2,0,2,2,1987,yes,1733
1113,no,unknown,160.0,4,1,unknown,1735,3,M,51.0,3,1, laboratory technician ,2,single,12862,1,no,13,3,3,0,3,3,1,3,2,1,2,2000,no,1735
1114,no,unknown,897.0,35,3,medical,1746,35,H,59.0,3,1, human resources ,4,married,2097,0,no,14,3,4,1,3,2,3,2,0,2,1,1999,no,1746
1115,yes,travel frequently,600.0,42,3,unknown,0,3,M,66.0,2,1, human resources ,4,divorced,9732,6,no,11,3,3,1,0,0,2,4,0,1,2,1993,no,2337
1116,no,unknown,1003.0,5,3,unknown,0,1,H,51.0,3,2, sales executive ,3,unknown,20943,1,no,19,3,3,1,6,3,3,5,0,0,2,1992,unknown,13471
1117,no,unknown,1054.0,48,3,unknown,1751,48,M,67.0,3,1, research scientist ,4,unknown,6152,1,unknown,11,3,3,0,6,5,2,6,0,1,4,1996,no,1751
1118,yes,travel rarely,428.0,9,3,unknown,0,2,M,66.0,1,1, sales representative ,2,single,14630,1,unknown,13,3,3,0,2,3,3,2,0,2,2,1994,yes,12779
1119,no,unknown,461.0,1,3,unknown,1753,4,H,70.0,4,2, healthcare representative ,3,unknown,23060,8,yes,12,3,4,0,10,5,4,3,0,0,2,1994,no,1753
1120,no,unknown,661.0,31,4,unknown,0,1,M,60.0,2,4, manufacturing director ,3,married,22308,4,yes,20,4,4,3,27,2,2,3,0,0,2,1970,yes,5789
1121,no,travel rarely,511.0,3,2,unknown,0,4,M,32.0,1,2, sales executive ,4,unknown,25353,5,no,12,0,1,0,0,3,3,2,0,2,2,1989,yes,879
1122,no,travel rarely,942.0,3,3,unknown,0,1,M,53.0,3,3, manager ,3,married,22984,2,no,11,3,4,0,0,2,3,2,2,2,2,1972,yes,13263
1123,no,travel rarely,589.0,9,2,marketing,1787,2,H,46.0,2,2, sales executive ,2,unknown,8800,1,no,14,3,1,2,0,2,3,5,0,0,3,1986,no,1787
1124,no,unknown,849.0,26,2,life sciences,1801,2,H,98.0,2,2, sales executive ,2,unknown,25166,8,unknown,15,3,3,0,6,3,3,2,0,2,2,1977,no,1801
1125,no,non-travel,343.0,9,3,unknown,1813,1,H,52.0,3,1, research scientist ,3,unknown,24978,4,no,13,3,3,0,0,2,2,3,0,1,2,1980,yes,1813
1126,no,travel rarely,797.0,35,3,unknown,1814,35,H,85.0,4,2, healthcare representative ,2,single,15530,3,unknown,12,3,1,0,0,3,1,3,0,1,2,1982,no,1814
1127,no,unknown,1125.0,7,4,unknown,1833,1,M,66.0,3,3, sales executive ,1,unknown,8277,2,no,14,3,4,2,9,3,3,3,0,2,2,1992,no,1833
1128,no,travel rarely,1217.0,1,3,medical,1834,3,M,67.0,3,1, research scientist ,1,unknown,12719,1,no,25,4,3,1,0,3,3,3,0,1,2,1995,no,1834
1129,no,unknown,723.0,2,4,unknown,1835,2,M,77.0,1,2, sales representative ,4,unknown,4244,2,yes,20,4,1,2,20,4,2,4,0,0,3,1985,unknown,1835
1130,no,travel frequently,1216.0,15,4,life sciences,1837,1,H,87.0,3,4, research director ,3,married,21624,2,unknown,14,3,2,0,23,3,3,2,0,2,2,1965,unknown,1837
1131,yes,travel rarely,350.0,13,3,unknown,1844,1,H,56.0,2,1, human resources ,1,divorced,3157,4,unknown,15,3,4,3,0,3,3,2,0,2,0,1994,no,1844
1132,no,travel rarely,207.0,9,4,life sciences,1856,2,M,64.0,3,1, laboratory technician ,3,single,5411,4,unknown,12,3,3,0,0,2,3,2,0,2,0,1976,no,1856
1133,no,unknown,280.0,1,2,life sciences,1858,3,H,43.0,3,1, human resources ,4,unknown,10494,1,unknown,15,3,2,1,3,2,3,3,0,2,2,1995,yes,1858
1134,yes,travel rarely,414.0,2,4,marketing,0,3,H,82.0,2,2, sales executive ,2,unknown,26186,7,yes,12,3,3,0,7,3,2,2,0,2,2,1991,yes,4545
1135,no,travel rarely,797.0,19,4,unknown,0,4,H,41.0,3,2, research scientist ,4,unknown,5141,8,unknown,14,3,2,3,7,2,3,2,0,2,2,1984,yes,7128
1136,no,travel rarely,836.0,2,4,unknown,1873,2,H,98.0,2,1, research scientist ,4,unknown,7975,8,unknown,20,4,2,1,0,2,4,5,0,0,4,1968,no,1873
