,Age,Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Hourlyrate,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Monthlyrate,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Remotework,Employee_id
900,52,No,travel_rarely,1490.0,4,2,life sciences,,4.0,M,0.0,3.0,4.0, manager ,4.0,married,10310,2,no,13.0,3.0,4.0,0.0,2.0,1.0,5.0,1,4,1971,no,9957
901,34,Yes,travel_frequently,296.0,6,2,unknown,555.0,4.0,M,33.0,1.0,1.0, sales representative ,3.0,unknown,12253,0,no,16.0,3.0,4.0,1.0,3.0,2.0,2.0,1,0,1989,yes,555
902,26,No,travel_rarely,1349.0,23,3,life sciences,,1.0,M,90.0,3.0,1.0, research scientist ,4.0,divorced,3032,1,no,22.0,4.0,2.0,2.0,3.0,1.0,3.0,0,2,1997,yes,13651
903,29,No,travel_rarely,986.0,3,4,unknown,564.0,2.0,H,93.0,2.0,3.0, research director ,3.0,unknown,21526,1,no,18.0,3.0,3.0,0.0,2.0,3.0,10.0,0,7,1994,yes,564
904,29,Yes,travel_rarely,408.0,25,5,technical degree,,3.0,M,71.0,2.0,1.0, research scientist ,2.0,married,18300,5,no,16.0,3.0,2.0,0.0,2.0,4.0,2.0,1,1,1994,no,20114
905,46,No,travel_rarely,1009.0,2,3,life sciences,,1.0,H,51.0,3.0,4.0, research director ,3.0,married,2288,6,no,13.0,3.0,3.0,0.0,2.0,1.0,3.0,0,1,1977,no,3194
906,46,No,travel_rarely,1125.0,10,3,marketing,580.0,3.0,M,94.0,2.0,3.0, sales executive ,4.0,unknown,11563,2,no,19.0,3.0,3.0,1.0,3.0,3.0,3.0,1,2,1977,no,580
907,30,No,travel_rarely,413.0,7,1,marketing,585.0,4.0,H,57.0,3.0,1.0, sales representative ,2.0,single,18398,0,no,14.0,3.0,1.0,0.0,3.0,3.0,3.0,1,2,1993,yes,585
908,34,Yes,travel_frequently,988.0,23,3,unknown,,2.0,M,43.0,3.0,3.0, human resources ,1.0,divorced,11533,9,yes,15.0,3.0,3.0,3.0,2.0,3.0,3.0,0,2,1989,no,4604
909,42,No,travel_rarely,1474.0,5,2,other,591.0,2.0,H,97.0,3.0,1.0, laboratory technician ,3.0,married,9260,4,no,17.0,3.0,4.0,1.0,4.0,3.0,2.0,2,0,1981,yes,591
910,22,Yes,travel_rarely,1368.0,25,1,technical degree,593.0,3.0,H,99.0,2.0,1.0, laboratory technician ,3.0,single,9129,5,no,16.0,3.0,3.0,0.0,3.0,3.0,2.0,1,2,2001,yes,593
911,29,No,travel_rarely,232.0,19,3,technical degree,611.0,4.0,H,34.0,3.0,2.0, manufacturing director ,4.0,divorced,22645,4,no,12.0,3.0,2.0,2.0,2.0,4.0,3.0,1,2,1994,yes,611
912,46,No,travel_frequently,1034.0,18,1,medical,624.0,1.0,M,86.0,3.0,3.0, healthcare representative ,3.0,married,8984,5,no,11.0,3.0,4.0,0.0,3.0,2.0,2.0,1,2,1977,yes,624
913,32,Yes,travel_rarely,1474.0,11,4,other,631.0,4.0,H,0.0,4.0,2.0, sales executive ,3.0,unknown,23914,8,no,12.0,3.0,4.0,0.0,2.0,3.0,4.0,1,2,1991,yes,631
914,24,No,travel_rarely,804.0,24,3,medical,632.0,4.0,H,38.0,3.0,1.0, sales representative ,4.0,unknown,5530,0,no,13.0,3.0,3.0,2.0,3.0,3.0,2.0,2,1,1999,no,632
915,35,No,travel_rarely,538.0,25,2,unknown,652.0,1.0,H,54.0,2.0,2.0, laboratory technician ,4.0,single,14004,4,no,14.0,3.0,4.0,0.0,3.0,3.0,3.0,0,2,1988,no,652
916,42,No,travel_rarely,622.0,2,4,life sciences,659.0,3.0,M,81.0,3.0,2.0, healthcare representative ,4.0,married,5718,1,no,13.0,3.0,2.0,2.0,4.0,3.0,10.0,2,2,1981,yes,659
917,48,No,travel_rarely,1236.0,1,4,unknown,664.0,4.0,M,40.0,2.0,4.0, manager ,1.0,married,17997,7,no,11.0,3.0,1.0,1.0,3.0,1.0,3.0,0,2,1975,yes,664
918,44,No,travel_rarely,1112.0,1,4,unknown,665.0,1.0,M,50.0,2.0,2.0, human resources ,3.0,unknown,26894,4,no,11.0,3.0,2.0,0.0,1.0,4.0,2.0,0,2,1979,yes,665
919,34,No,travel_rarely,204.0,14,3,unknown,666.0,3.0,M,31.0,3.0,1.0, sales representative ,3.0,unknown,2912,1,yes,18.0,3.0,4.0,2.0,3.0,3.0,8.0,0,6,1989,yes,666
920,21,No,travel_rarely,1343.0,22,1,technical degree,,3.0,H,49.0,3.0,1.0, sales representative ,3.0,unknown,24444,1,no,11.0,3.0,3.0,0.0,2.0,3.0,3.0,1,2,2002,yes,20467
921,44,No,travel_rarely,1315.0,3,4,unknown,671.0,4.0,H,35.0,3.0,5.0, manager ,4.0,unknown,9358,4,no,12.0,3.0,1.0,1.0,2.0,4.0,2.0,0,1,1979,yes,671
922,22,No,travel_rarely,804.0,6,1,medical,675.0,1.0,H,69.0,3.0,1.0, research scientist ,3.0,married,12145,0,no,20.0,4.0,4.0,0.0,3.0,3.0,2.0,2,2,2001,yes,675
923,26,No,travel_rarely,991.0,6,3,unknown,686.0,3.0,M,71.0,3.0,1.0, laboratory technician ,4.0,unknown,17759,1,yes,13.0,3.0,3.0,1.0,2.0,3.0,3.0,0,2,1997,no,686
924,36,No,travel_rarely,913.0,9,2,medical,699.0,2.0,H,48.0,2.0,2.0, manufacturing director ,2.0,unknown,13934,2,yes,11.0,3.0,3.0,1.0,2.0,3.0,3.0,0,2,1987,yes,699
925,27,No,travel_rarely,1115.0,3,4,medical,,1.0,H,54.0,2.0,1.0, research scientist ,4.0,single,15174,0,no,13.0,3.0,4.0,0.0,0.0,3.0,4.0,1,1,1996,yes,4195
926,23,No,travel_rarely,885.0,4,3,unknown,705.0,1.0,H,58.0,4.0,1.0, research scientist ,1.0,unknown,8544,2,no,16.0,3.0,1.0,1.0,3.0,4.0,3.0,0,2,2000,no,705
927,25,No,travel_rarely,810.0,8,3,life sciences,707.0,4.0,H,57.0,4.0,2.0, sales executive ,2.0,unknown,15678,0,no,22.0,4.0,3.0,1.0,4.0,3.0,3.0,1,2,1998,no,707
928,48,No,travel_rarely,817.0,14,1,unknown,712.0,1.0,H,56.0,4.0,2.0, sales executive ,2.0,married,18597,3,no,12.0,3.0,4.0,0.0,3.0,3.0,2.0,2,2,1975,yes,712
929,24,Yes,travel_rarely,693.0,3,2,life sciences,,1.0,M,65.0,3.0,2.0, sales executive ,3.0,single,24785,9,no,14.0,3.0,1.0,0.0,3.0,3.0,2.0,2,0,1999,yes,11950
930,60,No,travel_rarely,1179.0,16,4,unknown,732.0,1.0,H,84.0,3.0,2.0, sales executive ,1.0,single,11924,8,no,14.0,3.0,4.0,0.0,1.0,3.0,2.0,2,2,1963,no,732
931,50,No,travel_rarely,316.0,8,4,marketing,738.0,4.0,H,54.0,3.0,1.0, sales representative ,2.0,married,9983,7,no,15.0,3.0,4.0,1.0,2.0,3.0,2.0,2,2,1973,yes,738
932,44,No,non-travel,381.0,24,3,unknown,744.0,1.0,H,49.0,1.0,1.0, laboratory technician ,3.0,single,2104,2,no,14.0,3.0,3.0,0.0,5.0,3.0,5.0,1,4,1979,no,744
933,47,No,travel_frequently,217.0,3,3,unknown,746.0,4.0,M,49.0,3.0,4.0, sales executive ,3.0,divorced,10225,9,yes,12.0,3.0,4.0,2.0,2.0,2.0,22.0,11,13,1976,yes,746
934,42,Yes,travel_rarely,933.0,19,3,unknown,752.0,3.0,H,57.0,4.0,1.0, research scientist ,3.0,divorced,20366,6,no,12.0,3.0,4.0,0.0,2.0,3.0,2.0,2,2,1981,yes,752
935,43,No,travel_frequently,775.0,15,3,life sciences,754.0,4.0,H,47.0,2.0,2.0, sales executive ,4.0,married,23683,3,no,18.0,3.0,3.0,1.0,5.0,3.0,2.0,2,2,1980,yes,754
936,40,No,travel_rarely,804.0,2,1,unknown,,4.0,M,86.0,2.0,1.0, research scientist ,4.0,single,22929,0,no,20.0,4.0,4.0,0.0,2.0,2.0,4.0,2,3,1983,no,11681
937,29,No,travel_rarely,1090.0,10,3,unknown,,4.0,H,83.0,3.0,1.0, sales representative ,2.0,unknown,17967,1,no,14.0,3.0,4.0,2.0,2.0,3.0,2.0,2,2,1994,no,4612
938,53,No,travel_rarely,346.0,6,3,unknown,769.0,4.0,H,86.0,3.0,2.0, laboratory technician ,4.0,single,10919,2,no,17.0,3.0,4.0,0.0,4.0,3.0,2.0,2,2,1970,no,769
939,23,No,travel_rarely,310.0,12,1,medical,,1.0,H,79.0,4.0,1.0, research scientist ,3.0,single,19630,1,no,18.0,3.0,4.0,0.0,3.0,3.0,2.0,0,2,2000,no,9699
940,55,Yes,travel_rarely,725.0,2,3,medical,,4.0,H,78.0,3.0,5.0, manager ,1.0,unknown,21199,5,yes,13.0,3.0,4.0,1.0,2.0,3.0,5.0,1,4,1968,no,3087
941,26,No,travel_frequently,575.0,1,2,life sciences,792.0,1.0,M,71.0,1.0,1.0, laboratory technician ,4.0,unknown,5288,3,no,14.0,3.0,1.0,1.0,2.0,3.0,2.0,2,0,1997,yes,792
942,34,No,travel_rarely,182.0,1,4,unknown,797.0,2.0,M,72.0,4.0,1.0, research scientist ,4.0,single,13551,2,no,16.0,3.0,3.0,0.0,2.0,3.0,4.0,1,3,1989,no,797
943,27,No,travel_rarely,829.0,8,1,marketing,800.0,3.0,H,84.0,3.0,2.0, sales executive ,4.0,married,24008,0,no,19.0,3.0,2.0,1.0,3.0,3.0,4.0,1,1,1996,yes,800
944,35,No,travel_rarely,384.0,8,4,unknown,,1.0,M,72.0,3.0,1.0, sales representative ,4.0,unknown,20317,1,no,16.0,3.0,2.0,1.0,1.0,2.0,3.0,0,2,1988,yes,3592
945,30,No,travel_rarely,921.0,18,3,unknown,806.0,4.0,H,38.0,1.0,1.0, laboratory technician ,3.0,married,24375,3,no,21.0,3.0,3.0,2.0,2.0,3.0,2.0,0,2,1993,yes,806
946,34,No,travel_rarely,1111.0,8,2,unknown,,3.0,M,93.0,3.0,2.0, sales executive ,1.0,unknown,13305,5,no,17.0,3.0,2.0,1.0,1.0,3.0,3.0,1,2,1989,yes,5207
947,52,No,travel_rarely,1325.0,25,4,life sciences,813.0,2.0,M,82.0,3.0,2.0, laboratory technician ,3.0,unknown,21821,8,no,20.0,4.0,2.0,1.0,3.0,3.0,5.0,1,4,1971,yes,813
948,33,Yes,travel_rarely,118.0,16,3,marketing,819.0,1.0,M,69.0,3.0,2.0, sales executive ,1.0,single,26507,5,no,15.0,3.0,3.0,0.0,3.0,3.0,3.0,0,2,1990,no,819
949,35,No,travel_rarely,1258.0,20,4,unknown,,2.0,M,40.0,4.0,1.0, research scientist ,3.0,single,13301,3,no,13.0,3.0,3.0,0.0,0.0,3.0,2.0,2,2,1988,no,7409
950,28,Yes,travel_rarely,890.0,2,4,unknown,,3.0,H,0.0,3.0,1.0, research scientist ,3.0,single,16374,6,no,17.0,3.0,4.0,0.0,3.0,2.0,2.0,2,1,1995,yes,14533
951,36,No,travel_rarely,1041.0,13,3,human resources,,3.0,H,36.0,3.0,1.0, human resources ,2.0,married,25527,4,no,13.0,3.0,2.0,1.0,2.0,3.0,5.0,0,4,1987,yes,9499
952,34,No,travel_frequently,702.0,16,4,unknown,838.0,3.0,M,100.0,2.0,1.0, research scientist ,4.0,single,8306,1,no,16.0,3.0,3.0,0.0,3.0,3.0,5.0,1,3,1989,yes,838
953,34,No,travel_rarely,829.0,3,2,unknown,847.0,3.0,H,0.0,3.0,1.0, human resources ,4.0,unknown,2243,0,no,19.0,3.0,3.0,1.0,1.0,1.0,3.0,0,2,1989,no,847
954,44,No,travel_rarely,625.0,4,3,unknown,852.0,4.0,H,50.0,3.0,2.0, healthcare representative ,2.0,single,5197,9,no,12.0,3.0,4.0,0.0,2.0,2.0,5.0,2,3,1979,yes,852
955,32,No,travel_rarely,804.0,13,4,life sciences,859.0,2.0,H,73.0,3.0,2.0, sales executive ,4.0,divorced,9250,2,no,11.0,3.0,3.0,1.0,3.0,2.0,5.0,0,3,1991,yes,859
956,53,No,travel_rarely,661.0,7,2,unknown,,1.0,M,78.0,2.0,3.0, sales executive ,4.0,married,20715,7,yes,18.0,3.0,4.0,1.0,3.0,3.0,5.0,0,4,1970,no,12202
957,22,No,travel_rarely,804.0,1,2,life sciences,872.0,4.0,H,0.0,2.0,2.0, manufacturing director ,4.0,unknown,19146,6,no,22.0,4.0,1.0,2.0,2.0,1.0,2.0,2,2,2001,no,872
958,44,No,travel_rarely,986.0,8,4,life sciences,874.0,1.0,H,62.0,4.0,1.0, laboratory technician ,4.0,unknown,5044,2,yes,24.0,4.0,3.0,1.0,2.0,2.0,3.0,0,2,1979,no,874
959,35,Yes,travel_frequently,804.0,25,4,life sciences,881.0,4.0,M,96.0,3.0,1.0, research scientist ,2.0,divorced,16612,1,no,19.0,3.0,1.0,1.0,3.0,2.0,10.0,7,8,1988,yes,881
960,25,No,travel_rarely,583.0,4,1,unknown,885.0,3.0,H,87.0,2.0,2.0, sales executive ,1.0,unknown,18154,1,no,12.0,3.0,1.0,0.0,1.0,4.0,5.0,0,3,1998,no,885
961,49,No,travel_rarely,1418.0,1,3,technical degree,,3.0,M,36.0,3.0,1.0, research scientist ,1.0,unknown,10554,2,no,16.0,3.0,2.0,1.0,2.0,3.0,4.0,0,2,1974,no,8125
962,24,No,non-travel,1269.0,19,1,life sciences,888.0,1.0,H,0.0,2.0,1.0, laboratory technician ,4.0,unknown,10778,0,no,17.0,3.0,4.0,0.0,2.0,2.0,5.0,3,4,1999,no,888
963,38,No,travel_rarely,395.0,9,3,marketing,893.0,2.0,H,98.0,2.0,1.0, sales representative ,2.0,unknown,12102,0,no,19.0,3.0,4.0,1.0,3.0,3.0,2.0,1,2,1985,yes,893
964,29,Yes,travel_rarely,341.0,1,3,medical,896.0,2.0,M,48.0,2.0,1.0, sales representative ,3.0,unknown,23522,6,yes,19.0,3.0,3.0,3.0,3.0,3.0,3.0,0,2,1994,no,896
965,43,No,travel_frequently,804.0,1,3,life sciences,902.0,4.0,M,33.0,3.0,2.0, healthcare representative ,4.0,married,21782,4,no,13.0,3.0,2.0,1.0,2.0,2.0,5.0,2,2,1980,yes,902
966,28,No,travel_rarely,821.0,5,4,medical,916.0,1.0,H,98.0,3.0,2.0, sales executive ,4.0,single,24252,1,no,14.0,3.0,2.0,0.0,3.0,3.0,4.0,0,2,1995,no,916
967,20,Yes,travel_rarely,500.0,2,3,unknown,922.0,3.0,M,49.0,2.0,1.0, sales representative ,3.0,single,22052,1,no,13.0,3.0,4.0,0.0,3.0,2.0,2.0,0,2,2003,yes,922
968,47,No,travel_rarely,1454.0,2,4,life sciences,925.0,4.0,M,65.0,2.0,1.0, sales representative ,4.0,single,13137,1,yes,18.0,3.0,1.0,0.0,3.0,2.0,3.0,1,2,1976,yes,925
969,22,Yes,travel_rarely,617.0,3,1,life sciences,,2.0,M,34.0,3.0,2.0, manufacturing director ,3.0,married,10022,0,yes,19.0,3.0,1.0,1.0,3.0,4.0,3.0,0,2,2001,yes,5016
970,28,No,travel_rarely,995.0,9,3,medical,930.0,3.0,M,77.0,3.0,1.0, research scientist ,3.0,divorced,9834,5,no,18.0,3.0,2.0,1.0,2.0,3.0,2.0,2,2,1995,yes,930
971,39,Yes,travel_rarely,1122.0,6,3,medical,,4.0,H,70.0,3.0,1.0, laboratory technician ,1.0,married,4303,7,no,21.0,4.0,4.0,0.0,2.0,1.0,2.0,2,2,1984,yes,9531
972,33,No,travel_rarely,1198.0,1,4,unknown,939.0,3.0,H,100.0,2.0,1.0, research scientist ,1.0,single,3339,3,no,11.0,3.0,2.0,0.0,1.0,3.0,3.0,0,2,1990,no,939
973,36,No,travel_rarely,188.0,7,4,other,,2.0,H,65.0,3.0,1.0, research scientist ,4.0,single,23293,2,no,18.0,3.0,3.0,0.0,6.0,3.0,6.0,0,1,1987,yes,19779
974,35,No,travel_rarely,1219.0,48,3,unknown,975.0,3.0,M,86.0,3.0,2.0, sales executive ,3.0,unknown,6179,1,no,16.0,3.0,2.0,0.0,3.0,3.0,5.0,1,0,1988,yes,975
975,31,Yes,travel_rarely,335.0,9,2,medical,991.0,3.0,H,46.0,2.0,1.0, research scientist ,1.0,single,10322,0,yes,22.0,4.0,1.0,0.0,0.0,3.0,3.0,1,2,1992,no,991
976,33,No,travel_rarely,461.0,13,1,life sciences,995.0,2.0,M,53.0,3.0,1.0, research scientist ,4.0,single,17241,3,no,18.0,3.0,1.0,0.0,4.0,3.0,3.0,0,2,1990,no,995
977,27,No,travel_rarely,1134.0,24,4,unknown,1001.0,2.0,M,37.0,3.0,1.0, laboratory technician ,2.0,married,12086,9,no,14.0,3.0,2.0,1.0,2.0,3.0,2.0,2,2,1996,no,1001
978,30,Yes,travel_rarely,138.0,22,3,unknown,,1.0,M,48.0,3.0,1.0, research scientist ,3.0,married,11539,4,no,11.0,3.0,2.0,0.0,2.0,3.0,5.0,0,1,1993,yes,7233
979,24,No,travel_rarely,1206.0,17,1,medical,,4.0,M,41.0,2.0,2.0, manufacturing director ,3.0,divorced,24117,1,no,15.0,3.0,2.0,2.0,6.0,3.0,4.0,3,2,1999,no,6571
980,35,Yes,travel_rarely,622.0,14,4,other,1010.0,3.0,H,39.0,2.0,1.0, laboratory technician ,2.0,divorced,10074,1,yes,24.0,4.0,4.0,1.0,2.0,1.0,4.0,0,2,1988,no,1010
981,30,Yes,travel_rarely,109.0,5,3,unknown,1017.0,2.0,M,60.0,3.0,1.0, laboratory technician ,2.0,unknown,25725,0,no,17.0,3.0,1.0,0.0,3.0,3.0,3.0,1,2,1993,yes,1017
982,48,No,travel_rarely,277.0,6,3,unknown,1022.0,1.0,H,97.0,2.0,2.0, healthcare representative ,3.0,unknown,13119,2,no,13.0,3.0,4.0,0.0,0.0,3.0,2.0,2,2,1975,yes,1022
983,41,No,travel_rarely,549.0,7,2,medical,,4.0,M,42.0,3.0,2.0, manufacturing director ,3.0,unknown,23371,6,no,14.0,3.0,2.0,0.0,6.0,3.0,2.0,2,1,1982,no,20238
984,27,No,travel_rarely,1055.0,2,4,unknown,1027.0,1.0,M,47.0,3.0,2.0, manufacturing director ,4.0,unknown,4658,0,no,18.0,3.0,2.0,1.0,2.0,3.0,3.0,2,2,1996,yes,1027
985,35,No,travel_rarely,802.0,10,3,other,1028.0,2.0,H,45.0,3.0,1.0, laboratory technician ,4.0,unknown,9541,1,no,20.0,4.0,1.0,1.0,4.0,2.0,3.0,1,2,1988,no,1028
986,26,Yes,non-travel,265.0,29,2,medical,1037.0,2.0,H,79.0,1.0,2.0, sales executive ,1.0,single,21813,8,no,18.0,3.0,4.0,0.0,6.0,3.0,2.0,2,2,1997,yes,1037
987,33,No,non-travel,1038.0,8,1,life sciences,1044.0,2.0,M,0.0,2.0,1.0, sales representative ,4.0,unknown,21437,0,no,19.0,3.0,4.0,0.0,2.0,2.0,2.0,2,2,1990,no,1044
988,26,Yes,travel_rarely,342.0,2,3,life sciences,1053.0,1.0,H,57.0,3.0,1.0, research scientist ,1.0,married,15346,6,no,14.0,3.0,2.0,1.0,2.0,3.0,3.0,1,2,1997,yes,1053
989,38,No,travel_frequently,1186.0,3,4,unknown,,3.0,H,44.0,3.0,1.0, research scientist ,3.0,unknown,2997,3,no,16.0,3.0,1.0,1.0,2.0,3.0,2.0,2,2,1985,no,7094
990,46,No,travel_rarely,430.0,47,4,medical,1069.0,4.0,H,40.0,3.0,5.0, research director ,4.0,unknown,21445,9,no,17.0,3.0,4.0,2.0,0.0,3.0,2.0,2,2,1977,yes,1069
991,20,Yes,travel_rarely,769.0,9,3,marketing,1077.0,4.0,M,54.0,3.0,1.0, sales representative ,4.0,single,17205,1,yes,14.0,3.0,2.0,0.0,3.0,3.0,2.0,0,2,2003,yes,1077
992,30,No,travel_rarely,1176.0,20,3,other,1084.0,2.0,H,85.0,3.0,2.0, manufacturing director ,1.0,married,9096,0,no,15.0,3.0,3.0,1.0,1.0,2.0,6.0,0,2,1993,no,1084
993,27,No,non-travel,1277.0,8,5,unknown,1094.0,1.0,H,87.0,1.0,1.0, laboratory technician ,3.0,married,5869,1,no,19.0,3.0,4.0,3.0,4.0,3.0,3.0,1,2,1996,no,1094
994,55,No,travel_rarely,1091.0,2,1,unknown,1096.0,4.0,H,65.0,3.0,3.0, manufacturing director ,2.0,married,15813,3,no,18.0,3.0,2.0,1.0,4.0,3.0,3.0,1,2,1968,yes,1096
995,33,No,travel_rarely,654.0,5,3,life sciences,1099.0,4.0,H,34.0,2.0,3.0, healthcare representative ,4.0,unknown,21214,4,no,15.0,3.0,3.0,1.0,2.0,3.0,3.0,1,2,1990,yes,1099
996,28,No,travel_rarely,895.0,15,2,life sciences,1102.0,1.0,H,50.0,3.0,1.0, laboratory technician ,3.0,unknown,22482,1,no,16.0,3.0,4.0,1.0,5.0,2.0,4.0,2,2,1995,yes,1102
997,34,No,travel_rarely,618.0,3,1,life sciences,1103.0,1.0,H,45.0,3.0,2.0, healthcare representative ,4.0,unknown,22266,0,no,17.0,3.0,3.0,0.0,1.0,2.0,6.0,0,4,1989,yes,1103
998,33,Yes,travel_rarely,1017.0,25,3,medical,1108.0,1.0,H,55.0,2.0,1.0, research scientist ,2.0,single,2993,4,yes,20.0,4.0,2.0,0.0,0.0,3.0,2.0,2,2,1990,no,1108
999,33,No,travel_rarely,970.0,7,3,life sciences,1114.0,4.0,M,30.0,3.0,2.0, sales executive ,2.0,married,13401,0,no,17.0,3.0,3.0,1.0,3.0,3.0,3.0,0,2,1990,no,1114
1000,21,No,travel_rarely,984.0,1,1,unknown,1131.0,4.0,M,70.0,2.0,1.0, research scientist ,2.0,single,25326,1,yes,11.0,3.0,3.0,0.0,6.0,4.0,2.0,2,2,2002,yes,1131
1001,31,No,travel_frequently,793.0,20,3,unknown,1135.0,3.0,H,67.0,4.0,1.0, sales representative ,4.0,married,21981,0,no,12.0,3.0,1.0,1.0,4.0,3.0,2.0,2,2,1992,yes,1135
1002,35,No,travel_rarely,1182.0,11,2,marketing,,4.0,H,54.0,3.0,2.0, sales executive ,4.0,divorced,18500,1,no,11.0,3.0,4.0,1.0,3.0,3.0,5.0,0,2,1988,yes,17689
1003,34,No,travel_rarely,1003.0,2,2,unknown,1140.0,4.0,H,95.0,3.0,2.0, manufacturing director ,3.0,single,15834,2,no,11.0,3.0,4.0,0.0,3.0,3.0,3.0,0,2,1989,yes,1140
1004,33,Yes,travel_rarely,603.0,9,4,unknown,1157.0,1.0,M,77.0,3.0,2.0, sales executive ,1.0,single,18385,0,no,17.0,3.0,1.0,0.0,3.0,3.0,5.0,0,3,1990,no,1157
1005,31,Yes,travel_rarely,874.0,15,3,medical,1160.0,3.0,H,72.0,3.0,1.0, laboratory technician ,3.0,unknown,6233,1,no,12.0,3.0,3.0,1.0,5.0,2.0,2.0,2,2,1992,yes,1160
1006,37,No,travel_rarely,367.0,25,2,unknown,1161.0,3.0,M,52.0,2.0,2.0, healthcare representative ,4.0,unknown,17171,7,no,13.0,3.0,3.0,2.0,2.0,3.0,6.0,1,3,1986,yes,1161
1007,27,No,travel_rarely,199.0,6,3,unknown,1162.0,4.0,H,55.0,2.0,1.0, research scientist ,3.0,married,7950,1,no,13.0,3.0,3.0,1.0,0.0,3.0,4.0,2,2,1996,yes,1162
1008,35,No,travel_frequently,804.0,4,4,other,1185.0,4.0,H,0.0,2.0,1.0, laboratory technician ,4.0,married,26537,1,no,13.0,3.0,2.0,1.0,2.0,4.0,2.0,2,2,1988,yes,1185
1009,56,No,travel_rarely,718.0,4,4,unknown,,4.0,M,92.0,3.0,5.0, manager ,1.0,divorced,18575,4,no,13.0,3.0,4.0,1.0,2.0,3.0,5.0,4,2,1967,yes,3056
1010,45,No,travel_rarely,1457.0,7,3,medical,1195.0,1.0,M,83.0,3.0,1.0, research scientist ,3.0,unknown,20100,4,yes,19.0,3.0,3.0,1.0,2.0,3.0,3.0,0,2,1978,yes,1195
1011,20,No,travel_rarely,805.0,3,3,unknown,,1.0,H,87.0,2.0,1.0, laboratory technician ,3.0,single,12828,1,no,12.0,3.0,1.0,0.0,2.0,2.0,2.0,1,2,2003,yes,4927
1012,50,No,travel_frequently,1421.0,2,3,unknown,,4.0,M,30.0,3.0,4.0, manager ,1.0,unknown,9490,2,no,22.0,4.0,3.0,1.0,3.0,3.0,2.0,2,2,1973,yes,13884
1013,46,No,travel_rarely,1450.0,15,2,life sciences,1217.0,4.0,H,52.0,3.0,5.0, research director ,2.0,unknown,10849,5,no,11.0,3.0,1.0,1.0,2.0,3.0,4.0,0,3,1977,yes,1217
1014,32,No,travel_rarely,116.0,13,3,other,1234.0,3.0,M,77.0,2.0,1.0, laboratory technician ,2.0,married,7331,1,no,20.0,4.0,3.0,1.0,2.0,3.0,2.0,2,2,1991,yes,1234
1015,35,No,travel_rarely,1212.0,8,2,unknown,,3.0,M,78.0,2.0,3.0, sales executive ,4.0,married,13755,4,no,11.0,3.0,2.0,1.0,6.0,2.0,13.0,4,12,1988,no,13784
1016,29,No,travel_rarely,1010.0,1,3,life sciences,,1.0,M,97.0,3.0,1.0, research scientist ,4.0,divorced,5598,1,no,15.0,3.0,1.0,3.0,5.0,3.0,3.0,1,2,1994,yes,10162
1017,21,Yes,travel_frequently,804.0,10,2,unknown,,1.0,M,45.0,2.0,1.0, laboratory technician ,3.0,unknown,25308,1,no,20.0,4.0,3.0,0.0,2.0,1.0,2.0,2,2,2002,yes,3993
1018,34,No,travel_rarely,131.0,2,3,marketing,,3.0,M,86.0,3.0,2.0, sales executive ,1.0,unknown,6039,0,no,12.0,3.0,4.0,0.0,3.0,3.0,3.0,0,2,1989,yes,20449
1019,28,No,travel_rarely,791.0,1,4,medical,1286.0,4.0,H,44.0,3.0,1.0, laboratory technician ,3.0,single,6842,0,yes,11.0,3.0,3.0,0.0,2.0,2.0,4.0,0,2,1995,no,1286
1020,35,No,travel_rarely,735.0,6,1,life sciences,1291.0,3.0,H,66.0,3.0,1.0, research scientist ,3.0,married,6020,0,yes,14.0,3.0,4.0,0.0,3.0,3.0,3.0,2,2,1988,no,1291
1021,28,No,travel_frequently,193.0,2,3,life sciences,,4.0,H,52.0,2.0,1.0, laboratory technician ,4.0,married,14222,1,no,12.0,3.0,2.0,1.0,2.0,3.0,2.0,2,2,1995,no,13016
1022,28,No,travel_rarely,640.0,1,3,technical degree,1301.0,4.0,H,84.0,3.0,1.0, research scientist ,1.0,single,4732,2,no,11.0,3.0,2.0,0.0,2.0,2.0,3.0,1,2,1995,no,1301
1023,25,No,travel_rarely,266.0,1,3,medical,1303.0,4.0,M,40.0,3.0,1.0, research scientist ,2.0,single,18830,1,no,18.0,3.0,4.0,0.0,3.0,2.0,2.0,2,1,1998,no,1303
1024,58,No,travel_rarely,848.0,23,4,life sciences,1308.0,1.0,H,88.0,3.0,1.0, research scientist ,3.0,unknown,26076,1,no,12.0,3.0,4.0,2.0,3.0,3.0,2.0,2,2,1965,yes,1308
1025,39,Yes,travel_rarely,804.0,23,3,medical,,3.0,H,93.0,3.0,1.0, research scientist ,1.0,single,22154,0,no,13.0,3.0,1.0,0.0,2.0,3.0,5.0,0,3,1984,no,3211
1026,30,No,travel_rarely,1138.0,6,3,technical degree,1311.0,1.0,M,48.0,2.0,2.0, laboratory technician ,4.0,married,23631,0,no,12.0,3.0,1.0,1.0,6.0,3.0,9.0,6,7,1993,yes,1311
